"MRGID","TERRITORY1","SOVEREIGN1","ISO_SOV1","n","int","beta","change","t_after","p_after"
8465,"Chile","Chile","CHL",5100,2.43175404281049,-0.28513500192512,-24.8087262200051,-8.12778134919588,4.87925877571329e-16
8466,"Argentina","Argentina","ARG",2440,3.00819527036964,-0.311686829707423,-26.7789201003808,-7.04005881171716,2.18848412644893e-12
8467,"Uruguay","Uruguay","URY",324,4.0103029573993,-0.0749734245138547,-7.22318581096645,-0.50229673164666,0.615629977255929
8468,"Qatar","Qatar","QAT",85,4.57652861171196,0.0989355615541319,10.3995157534568,0.590891365721432,0.555387326181723
8469,"Iran","Iran","IRN",368,5.49088964933081,-0.207065381399873,-18.7033504637589,-2.29424487692405,0.0220579618934579
8470,"Iraq","Iraq","IRQ",14,3.10073558256417,-0.145081532577072,-13.5048231510974,-0.269409828857123,0.789740917640058
8471,"Guinea-Bissau","Guinea-Bissau","GNB",198,4.01956296255887,-0.0146201434549579,-1.45137880986894,-0.112954508504618,0.910124149821064
8472,"Guinea","Guinea","GIN",187,4.19989222623448,-0.0824649722818253,-7.91563076547612,-0.784653730713471,0.433156002608665
8473,"Ivory Coast","Ivory Coast","CIV",292,3.90535700129207,-0.282661256512427,-24.6224918982382,-4.49336677461385,8.45981704220677e-06
8474,"Nigeria","Nigeria","NGA",333,3.89963426864646,0.170649363316994,18.6074794769728,2.30942686333654,0.0212258775700565
8475,"Cameroon","Cameroon","CMR",56,3.01255427271203,-0.165777862108192,-15.2765583845475,-0.600737050543626,0.549250941218156
8476,"Gabon","Gabon","GAB",355,2.95256010168882,-0.0631277520345598,-6.11764705882411,-1.25801185261102,0.208802202085669
