UniqueCode,COUNTY.WEEK,WEEK,County,CountyGeolocation,Country,CountryGeolocation,Population_Estimate,Population_Density,Home,Parks,Work,Retail,Grocery,Transit,SPECIES,SPP.2020.OBSERVATION.COUNT,SPP.2019.OBSERVATION.COUNT,SPP.DIFF.COUNT,SPP.DIFF.DURATION,SPP.DIFF.DISTANCE,2020.DURATION.MINUTES,2020.EFFORT.DISTANCE.KM,2019.DURATION.MINUTES,2019.EFFORT.DISTANCE.KM
Aberdeen 6Dunnock,Aberdeen 6,6,Aberdeen,"57.14548, -2.10272",Scotland,"56.68894, -4.0425997",227560,1225,28.8,-21.28571429,-68,-80.85714286,-29,-67.28571429,Dunnock,1.375,2,-0.625,-29.875,-0.8825,45.125,1.7475,75,2.63
Aberdeen 8Dunnock,Aberdeen 8,8,Aberdeen,"57.14548, -2.10272",Scotland,"56.68894, -4.0425997",227560,1225,27.8,17.14285714,-65,-81.14285714,-29,-66.71428571,Dunnock,4.571428571,1,3.571428571,-104.7142857,-0.133,75.28571429,2.281,180,2.414
Aberdeen 9Dunnock,Aberdeen 9,9,Aberdeen,"57.14548, -2.10272",Scotland,"56.68894, -4.0425997",227560,1225,27.25,-4.4,-66,-80.6,-30.2,-67,Dunnock,3,1,2,-31.33333333,1.306666667,50.66666667,1.306666667,82,0
Aberdeenshire 5Dunnock,Aberdeenshire 5,5,Aberdeenshire,"57.24153, -2.630565",Scotland,"56.68894, -4.0425997",261470,41.42,26.6,-28.85714286,-63.57142857,-70.42857143,-36.28571429,-59,Dunnock,3,2,1,59,-0.119,103,2.08,44,2.199
Anglesey 1Dunnock,Anglesey 1,1,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,0.2,26.5,2.285714286,15.14285714,8.285714286,1.714285714,Dunnock,1.333333333,7,-5.666666667,-53.83333333,-3.358666667,13.66666667,0.555333333,67.5,3.914
Anglesey 3Dunnock,Anglesey 3,3,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,5.5,42,-11,-5.857142857,22.42857143,-8.571428571,Dunnock,1.2,3,-1.8,-2.26666667,1.8992,90.4,3.1062,92.66666667,1.207
Anglesey 4Dunnock,Anglesey 4,4,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,NA,-10.28571429,-46.42857143,-60.42857143,-21,-40.42857143,Dunnock,1.333333333,2,-0.666666667,-2,0.2465,72.66666667,1.587833333,74.66666667,1.341333333
Anglesey 5Dunnock,Anglesey 5,5,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,NA,-40.28571429,-56.85714286,-74.14285714,-34.85714286,-57.28571429,Dunnock,3.666666667,2,1.666666667,40.8333333,1.297,115.8333333,2.906,75,1.609
Anglesey 6Dunnock,Anglesey 6,6,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,NA,-27.28571429,-59.28571429,-78,-29.28571429,-53.71428571,Dunnock,1.666666667,1.1,0.566666667,13.8,0.158066667,80,1.735666667,66.2,1.5776
Anglesey 7Dunnock,Anglesey 7,7,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,NA,-32,-60,-80,-34,-55.57142857,Dunnock,3.5,1,2.5,28.75,0.951666667,82.75,2.7775,54,1.825833333
Anglesey 8Dunnock,Anglesey 8,8,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,NA,-21.85714286,-53.85714286,-72.5,-26.57142857,-46.71428571,Dunnock,1,1,0,-43.4,-1.3075,48,1.4875,91.4,2.795
Anglesey 9Dunnock,Anglesey 9,9,Anglesey,"53.438904, -4.1845894",Wales,"52.325066, -3.7999659",69961,98.36,NA,-35,-55.4,NA,-26.4,-47.8,Dunnock,1.5,1,0.5,-64,-0.7877,40,1.4185,104,2.2062
Angus 2Dunnock,Angus 2,2,Angus,"56.724888, -2.918821",Scotland,"56.68894, -4.0425997",116040,53.19,0.8,8.714285714,-1.142857143,7.285714286,4,2,Dunnock,1,4,-3,41,0.9,66,1.4,25,0.5
Angus 5Dunnock,Angus 5,5,Angus,"56.724888, -2.918821",Scotland,"56.68894, -4.0425997",116040,53.19,NA,-17.71428571,-61.71428571,-73.42857143,-31.42857143,-54.85714286,Dunnock,1,2,-1,354.5,0.10025,378.5,0.90475,24,0.8045
Angus 6Dunnock,Angus 6,6,Angus,"56.724888, -2.918821",Scotland,"56.68894, -4.0425997",116040,53.19,NA,-14.28571429,-63,-73.71428571,-30,-49.71428571,Dunnock,1,1,0,107.5,-2.8165,180,0,72.5,2.8165
Antrim 1Dunnock,Antrim 1,1,Antrim,"54.7173, -6.2055",Northern Ireland,"54.611828, -6.68582",142492,249.7,-0.166666667,-28,0.857142857,3.714285714,1.857142857,8,Dunnock,12,6,6,-2.2,-1.3485,60,1,62.2,2.3485
Antrim 2Dunnock,Antrim 2,2,Antrim,"54.7173, -6.2055",Northern Ireland,"54.611828, -6.68582",142492,249.7,1.666666667,4,-0.285714286,0.428571429,12.42857143,2.285714286,Dunnock,4.5,4,0.5,-11,0.009666667,40,1,51,0.990333333
Antrim 3Dunnock,Antrim 3,3,Antrim,"54.7173, -6.2055",Northern Ireland,"54.611828, -6.68582",142492,249.7,11.6,9,-22.85714286,-17,14.71428571,-33.85714286,Dunnock,1,3,-2,-36.75,-1.0435,20,0.4,56.75,1.4435
Antrim 4Dunnock,Antrim 4,4,Antrim,"54.7173, -6.2055",Northern Ireland,"54.611828, -6.68582",142492,249.7,24.8,-26,-52.71428571,-61.14285714,-18.71428571,-72.14285714,Dunnock,4.75,2.166666667,2.583333333,2,-0.963333333,50,1.025,48,1.988333333
Antrim 5Dunnock,Antrim 5,5,Antrim,"54.7173, -6.2055",Northern Ireland,"54.611828, -6.68582",142492,249.7,28.8,-57.5,-64.71428571,-69.42857143,-31.14285714,-81.14285714,Dunnock,9.333333333,2,7.333333333,12,-0.415,60,1.5,48,1.915
Antrim 7Dunnock,Antrim 7,7,Antrim,"54.7173, -6.2055",Northern Ireland,"54.611828, -6.68582",142492,249.7,29.5,-64.5,-69,-68,-32.57142857,-80.57142857,Dunnock,3,1,2,-9.66666667,-0.617666667,35,0.9,44.66666667,1.517666667
Antrim 8Dunnock,Antrim 8,8,Antrim,"54.7173, -6.2055",Northern Ireland,"54.611828, -6.68582",142492,249.7,27.2,-47,-60.57142857,-65,-27.14285714,-77.14285714,Dunnock,7,1,6,-105.5714286,-1.146142857,6,1.5,111.5714286,2.646142857
Argyll and Bute 5Dunnock,Argyll and Bute 5,5,Argyll and Bute,"56.1639, -5.5215",Scotland,"56.68894, -4.0425997",86260,12.49,NA,-41.85714286,-63,-79.85714286,-38,-60.28571429,Dunnock,4,2,2,6.83333333,1.9345,47.5,3.2185,40.66666667,1.284
Argyll and Bute 8Dunnock,Argyll and Bute 8,8,Argyll and Bute,"56.1639, -5.5215",Scotland,"56.68894, -4.0425997",86260,12.49,NA,-26.57142857,-59.71428571,-72,-31,-50.85714286,Dunnock,1,1,0,38.625,4.78775,65.625,5.83375,27,1.046
Argyll and Bute 9Dunnock,Argyll and Bute 9,9,Argyll and Bute,"56.1639, -5.5215",Scotland,"56.68894, -4.0425997",86260,12.49,NA,-34,-59.6,-69,-30.8,-52.2,Dunnock,1,1,0,2.5,4.8275,87.5,5.6325,85,0.805
Bedfordshire 1Dunnock,Bedfordshire 1,1,Bedfordshire,"52.302456, -0.460721",England,"52.598877, -1.4668814",669338,542,0.428571429,-7.5,-0.857142857,0.857142857,4.142857143,-1.857142857,Dunnock,1.6,6,-4.4,54,1.3082,64,1.4082,10,0.1
Bedfordshire 2Dunnock,Bedfordshire 2,2,Bedfordshire,"52.302456, -0.460721",England,"52.598877, -1.4668814",669338,542,1.285714286,-5,-2.142857143,-4.285714286,8.285714286,-10.28571429,Dunnock,1.428571429,5,-3.571428571,8,0.405571429,13,0.405571429,5,0
Bedfordshire 3Dunnock,Bedfordshire 3,3,Bedfordshire,"52.302456, -0.460721",England,"52.598877, -1.4668814",669338,542,7.857142857,-10.4,-16.57142857,-20.85714286,19.28571429,-32,Dunnock,1.333333333,3,-1.666666667,-21.16666667,-0.451333333,20.33333333,0.291666667,41.5,0.743
Bedfordshire 4Dunnock,Bedfordshire 4,4,Bedfordshire,"52.302456, -0.460721",England,"52.598877, -1.4668814",669338,542,24.4,-14.25,-50.28571429,-68.85714286,-21.85714286,-60.42857143,Dunnock,1,2,-1,-109.3333333,-6.732,9.666666667,0,119,6.732
Bedfordshire 5Dunnock,Bedfordshire 5,5,Bedfordshire,"52.302456, -0.460721",England,"52.598877, -1.4668814",669338,542,28.4,-23.33333333,-61.42857143,-79.42857143,-33.14285714,-69.71428571,Dunnock,2,2,0,-83.8,-1.4162,10,0,93.8,1.4162
Bedfordshire 6Dunnock,Bedfordshire 6,6,Bedfordshire,"52.302456, -0.460721",England,"52.598877, -1.4668814",669338,542,28.8,-9.5,-64.28571429,-77.28571429,-28.85714286,-65.85714286,Dunnock,1,1,0,-61.16666667,-5.147,37.5,1.1265,98.66666667,6.2735
Bedfordshire 9Dunnock,Bedfordshire 9,9,Bedfordshire,"52.302456, -0.460721",England,"52.598877, -1.4668814",669338,542,27,-23,-58.4,-75.4,-30.2,-63.2,Dunnock,1,1,0,-55.83333333,-3.2185,54.66666667,0,110.5,3.2185
Berkshire 1Dunnock,Berkshire 1,1,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,0.705882353,0.857142857,-0.261904762,1.095238095,4.785714286,-2.785714286,Dunnock,2.333333333,6,-3.666666667,55.5,-0.81175,116.5,2.3005,61,3.11225
Berkshire 2Dunnock,Berkshire 2,2,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,2.264705882,1.090909091,-2.666666667,-2.904761905,9,-9.738095238,Dunnock,2.4,4,-1.6,-59.3,-1.5807,33.2,0.3218,92.5,1.9025
Berkshire 3Dunnock,Berkshire 3,3,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,12.3125,-9.625,-24.9047619,-22.23809524,19.57142857,-37.38095238,Dunnock,2.2,3,-0.8,16.8,1.471,21.8,1.471,5,0
Berkshire 4Dunnock,Berkshire 4,4,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,28.10344828,-13.84375,-60.23809524,-67.83333333,-23.73809524,-68.21428571,Dunnock,2,2,0,-18.875,-1.24465,85.125,0.81475,104,2.0594
Berkshire 5Dunnock,Berkshire 5,5,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,31.25,-25.05882353,-69.71428571,-77.45238095,-34.5,-76.35714286,Dunnock,3,2,1,191.0714286,1.811714286,234.5714286,3.303714286,43.5,1.492
Berkshire 6Dunnock,Berkshire 6,6,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,30.75,-13.24242424,-71.5,-76.33333333,-31.28571429,-74.97619048,Dunnock,1.882352941,1,0.882352941,94.2176471,1.134117647,137.1176471,1.969117647,42.9,0.835
Berkshire 7Dunnock,Berkshire 7,7,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,31.33333333,-19.57575758,-71.47619048,-77.73809524,-37.9047619,-75.21428571,Dunnock,2.142857143,1,1.142857143,82.1071429,-2.804410714,175.8571429,0.689714286,93.75,3.494125
Berkshire 8Dunnock,Berkshire 8,8,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,30.36666667,-2.740740741,-66.42857143,-74.19047619,-32.04761905,-70.73809524,Dunnock,1,1,0,19.7142857,2.5635,138,5.9545,118.2857143,3.391
Berkshire 9Dunnock,Berkshire 9,9,Berkshire,"51.450512, -1.07182",England,"52.598877, -1.4668814",911403,722,30.33333333,-19.83333333,-67.73333333,-74.76666667,-34.13333333,-72.16666667,Dunnock,1,1,0,-45.36666667,-1.066266667,48.33333333,1.333333333,93.7,2.3996
Bridgend 1Dunnock,Bridgend 1,1,Bridgend,"51.5072, -3.5784",Wales,"52.325066, -3.7999659",144876,577.8,0.333333333,18.66666667,1.857142857,4.571428571,5.714285714,-0.142857143,Dunnock,2,6,-4,55,1.609,60,1.609,5,0
Bridgend 2Dunnock,Bridgend 2,2,Bridgend,"51.5072, -3.5784",Wales,"52.325066, -3.7999659",144876,577.8,1.666666667,56,-1.285714286,2.428571429,8.428571429,-2.714285714,Dunnock,6,4,2,0,4.828,120,4.828,120,0
Bristol 5Dunnock,Bristol 5,5,Bristol,"51.45379, -2.59168",England,"52.598877, -1.4668814",463405,4228,28.57142857,-8,-69.71428571,-82.28571429,-38.28571429,-80.28571429,Dunnock,1,2,-1,59,2.752,69,2.752,10,0
Bristol 6Dunnock,Bristol 6,6,Bristol,"51.45379, -2.59168",England,"52.598877, -1.4668814",463405,4228,28.71428571,10,-71.14285714,-82,-33.42857143,-79.71428571,Dunnock,4.25,1,3.25,-75,0.93875,45,2.01175,120,1.073
Bristol 7Dunnock,Bristol 7,7,Bristol,"51.45379, -2.59168",England,"52.598877, -1.4668814",463405,4228,29.42857143,-0.571428571,-71,-83.42857143,-39.85714286,-81,Dunnock,3,1,2,-20.5,-0.084166667,58,2.386333333,78.5,2.4705
Buckinghamshire 1Dunnock,Buckinghamshire 1,1,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,0.142857143,3.857142857,0.428571429,1.857142857,3.857142857,0.714285714,Dunnock,1.25,7,-5.75,-39.85714286,-1.835589286,19,0.985125,58.85714286,2.820714286
Buckinghamshire 2Dunnock,Buckinghamshire 2,2,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,1.571428571,4.285714286,-2,0.142857143,7.428571429,-7.142857143,Dunnock,1.4,4.090909091,-2.690909091,-24.77272727,0.026163636,36.5,1.5488,61.27272727,1.522636364
Buckinghamshire 3Dunnock,Buckinghamshire 3,3,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,10.42857143,5.285714286,-21.71428571,-19,19.57142857,-32.71428571,Dunnock,1.5,3,-1.5,-26.1,-0.6787,23.4,1.1828,49.5,1.8615
Buckinghamshire 4Dunnock,Buckinghamshire 4,4,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,23.85714286,-2,-58.42857143,-65,-22.28571429,-60.71428571,Dunnock,2,2.1,-0.1,-1.50769231,0.876615385,45.69230769,2.509115385,47.2,1.6325
Buckinghamshire 5Dunnock,Buckinghamshire 5,5,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,27.28571429,-22.28571429,-68.42857143,-75.14285714,-33.42857143,-71.42857143,Dunnock,1.425531915,2,-0.574468085,-42.77905074,-0.541700491,36.29787234,1.714914894,79.07692308,2.256615385
Buckinghamshire 6Dunnock,Buckinghamshire 6,6,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,27.57142857,-10.71428571,-70.71428571,-73.57142857,-29.85714286,-68.85714286,Dunnock,1.48,1,0.48,-44.20888889,0.123102222,37.68,2.44088,81.88888889,2.317777778
Buckinghamshire 7Dunnock,Buckinghamshire 7,7,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,27.71428571,-13.28571429,-70.28571429,-75,-36.57142857,-69.28571429,Dunnock,1.697674419,1,0.697674419,-35.13289036,-1.06769103,38.58139535,1.927023256,73.71428571,2.994714286
Buckinghamshire 8Dunnock,Buckinghamshire 8,8,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,26.14285714,8,-65,-71.57142857,-31,-64.14285714,Dunnock,1.325581395,1,0.325581395,-25.93023256,-0.259901809,36.06976744,1.598209302,62,1.858111111
Buckinghamshire 9Dunnock,Buckinghamshire 9,9,Buckinghamshire,"51.835045, -0.799342",England,"52.598877, -1.4668814",540059,345.1,26.4,-16.6,-66.2,-72,-32.8,-66.8,Dunnock,1.413793103,1,0.413793103,-37.56551724,0.693951724,42.03448276,2.193551724,79.6,1.4996
Caerphilly 3Dunnock,Caerphilly 3,3,Caerphilly,"51.57658, -3.21771",Wales,"52.325066, -3.7999659",181019,652.4,7.833333333,-18.5,-15.42857143,-14.28571429,14.42857143,-25.42857143,Dunnock,2,3,-1,-6.333333333,0,3.666666667,0,10,0
Caerphilly 4Dunnock,Caerphilly 4,4,Caerphilly,"51.57658, -3.21771",Wales,"52.325066, -3.7999659",181019,652.4,21.8,-24.33333333,-50,-61.85714286,-23.28571429,-50.14285714,Dunnock,1.5,2,-0.5,-18.25,-1.453,5.75,0,24,1.453
Caerphilly 5Dunnock,Caerphilly 5,5,Caerphilly,"51.57658, -3.21771",Wales,"52.325066, -3.7999659",181019,652.4,25,-34.42857143,-59.57142857,-71.28571429,-30.85714286,-59.57142857,Dunnock,1,2,-1,-55.66666667,-2,4.333333333,0,60,2
Caerphilly 6Dunnock,Caerphilly 6,6,Caerphilly,"51.57658, -3.21771",Wales,"52.325066, -3.7999659",181019,652.4,25.2,-26.33333333,-62.14285714,-67.71428571,-27.28571429,-52,Dunnock,1,1,0,-45.75,-1.74925,6,0,51.75,1.74925
Caerphilly 7Dunnock,Caerphilly 7,7,Caerphilly,"51.57658, -3.21771",Wales,"52.325066, -3.7999659",181019,652.4,25.25,-33.66666667,-63,-70,-33.71428571,-54.71428571,Dunnock,2,1,1,-74.4,-1.944,3,0,77.4,1.944
Caerphilly 8Dunnock,Caerphilly 8,8,Caerphilly,"51.57658, -3.21771",Wales,"52.325066, -3.7999659",181019,652.4,23.6,-21.5,-55.57142857,-62.28571429,-25.42857143,-44.57142857,Dunnock,1,1,0,-42.56666667,-1.3211,8.333333333,0,50.9,1.3211
Caerphilly 9Dunnock,Caerphilly 9,9,Caerphilly,"51.57658, -3.21771",Wales,"52.325066, -3.7999659",181019,652.4,23.75,-37.25,-56.6,-63.2,-26.8,-48.8,Dunnock,2.2,1,1.2,-144.7333333,-5.048666667,6.6,0,151.3333333,5.048666667
Cambridgeshire 1Dunnock,Cambridgeshire 1,1,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,0.142857143,9,0.571428571,3.714285714,0.714285714,2.714285714,Dunnock,2.277777778,6.736842105,-4.459064327,1.10380117,-1.353159357,50.47222222,1.212472222,49.36842105,2.565631579
Cambridgeshire 2Dunnock,Cambridgeshire 2,2,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,1.571428571,16.71428571,-1.714285714,0,5.285714286,-3.571428571,Dunnock,2.166666667,4.166666667,-2,-70.36111108,-0.709777778,30.22222222,1.511222222,100.5833333,2.221
Cambridgeshire 3Dunnock,Cambridgeshire 3,3,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,10.28571429,0.142857143,-23.42857143,-26.14285714,14.28571429,-34.42857143,Dunnock,2.179487179,3,-0.820512821,42.57371795,1.118120192,75.94871795,1.880307692,33.375,0.7621875
Cambridgeshire 4Dunnock,Cambridgeshire 4,4,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,23.14285714,-11.85714286,-57.28571429,-71.14285714,-24,-67,Dunnock,2.8,2.09375,0.70625,6.22159091,0.0138,78.90909091,2.0018,72.6875,1.988
Cambridgeshire 5Dunnock,Cambridgeshire 5,5,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,26,-27.85714286,-66.14285714,-79.71428571,-34.71428571,-75.85714286,Dunnock,2.795918367,2,0.795918367,-27.42517006,-0.117404762,58.40816327,1.743428571,85.83333333,1.860833333
Cambridgeshire 6Dunnock,Cambridgeshire 6,6,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,26.28571429,-15.14285714,-68.71428571,-78,-30.71428571,-75.14285714,Dunnock,2.5,1,1.5,-30.1875,1.33296875,70.8125,4.1268125,101,2.79384375
Cambridgeshire 7Dunnock,Cambridgeshire 7,7,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,26.71428571,-18.85714286,-68.28571429,-80,-37.57142857,-75.57142857,Dunnock,2.166666667,1,1.166666667,-4.39980449,0.292166667,88.6969697,2.404166667,93.09677419,2.112
Cambridgeshire 8Dunnock,Cambridgeshire 8,8,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,25.28571429,-0.857142857,-63.42857143,-78.28571429,-32.14285714,-72.28571429,Dunnock,1.965517241,1,0.965517241,-57.1333333,-1.019983908,70.5,2.693982759,127.6333333,3.713966667
Cambridgeshire 9Dunnock,Cambridgeshire 9,9,Cambridgeshire,"52.389175, 0.008208",England,"52.598877, -1.4668814",651482,213.9,25.6,-23,-64.6,-78.6,-34,-72.6,Dunnock,2.269230769,1,1.269230769,-14.97368421,0.354382591,73.5,2.134961538,88.47368421,1.780578947
Cardiff 1Dunnock,Cardiff 1,1,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,0.142857143,1,0.857142857,0.285714286,3.142857143,1,Dunnock,1.6,6,-4.4,120.4,-0.8045,155.4,0,35,0.8045
Cardiff 2Dunnock,Cardiff 2,2,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,1.571428571,-1.571428571,-2.285714286,-4,5.714285714,-5.142857143,Dunnock,1.75,5,-3.25,116.5,-0.3955,230,0.8115,113.5,1.207
Cardiff 3Dunnock,Cardiff 3,3,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,10.28571429,-19.71428571,-24.85714286,-31.71428571,9.428571429,-38,Dunnock,1.8,3,-1.2,169,-0.24,220,0,51,0.24
Cardiff 4Dunnock,Cardiff 4,4,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,23.28571429,-36,-61.14285714,-74.71428571,-29.28571429,-73.14285714,Dunnock,3.4,2.333333333,1.066666667,115.9666667,-1.4644,186.8,1.2511,70.83333333,2.7155
Cardiff 5Dunnock,Cardiff 5,5,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,26.14285714,-42.42857143,-69.85714286,-81.42857143,-36.71428571,-80.14285714,Dunnock,2.846153846,2,0.846153846,77.5,-0.980269231,176,0.830230769,98.5,1.8105
Cardiff 6Dunnock,Cardiff 6,6,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,25.85714286,-37.28571429,-71.14285714,-79.57142857,-32.85714286,-78.71428571,Dunnock,1.166666667,1.333333333,-0.166666666,143,-0.558,200,0,57,0.558
Cardiff 7Dunnock,Cardiff 7,7,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,26.28571429,-40.42857143,-71,-81.28571429,-39.71428571,-79.71428571,Dunnock,1.333333333,1,0.333333333,42.4166667,-2.129916667,197.6666667,0.475333333,155.25,2.60525
Cardiff 8Dunnock,Cardiff 8,8,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,24.85714286,-25.42857143,-66.42857143,-78.71428571,-34.71428571,-76.57142857,Dunnock,1,1,0,127,-0.4828,184,0.9656,57,1.4484
Cardiff 9Dunnock,Cardiff 9,9,Cardiff,"51.48127, -3.18072",Wales,"52.325066, -3.7999659",467693,4570,25.2,-41.6,-67.6,-79.4,-36.8,-76.2,Dunnock,1.25,1,0.25,62.5,-1.051416667,147.5,1.85025,85,2.901666667
Carmarthenshire 3Dunnock,Carmarthenshire 3,3,Carmarthenshire,"51.90369, -4.16429",Wales,"52.325066, -3.7999659",187568,79.13,7.666666667,11.42857143,-15.28571429,-15.28571429,18.28571429,-18.85714286,Dunnock,2,3,-1,69,1.06,74,1.32,5,0.26
Carmarthenshire 4Dunnock,Carmarthenshire 4,4,Carmarthenshire,"51.90369, -4.16429",Wales,"52.325066, -3.7999659",187568,79.13,20.4,-11.57142857,-50.71428571,-62.28571429,-23.57142857,-46.28571429,Dunnock,3,2,1,18.5,2.6075,113.5,4.2165,95,1.609
Carmarthenshire 6Dunnock,Carmarthenshire 6,6,Carmarthenshire,"51.90369, -4.16429",Wales,"52.325066, -3.7999659",187568,79.13,23.8,-33.71428571,-62,-71.71428571,-21.57142857,-53.42857143,Dunnock,1,1,0,-200,-3.391,40,1.609,240,5
Ceredigion 2Dunnock,Ceredigion 2,2,Ceredigion,"52.239685, -4.266335",Wales,"52.325066, -3.7999659",72992,40.88,1.2,36.85714286,3.428571429,11.71428571,11.71428571,4.833333333,Dunnock,1,4,-3,129,1.175,134,1.175,5,0
Ceredigion 3Dunnock,Ceredigion 3,3,Ceredigion,"52.239685, -4.266335",Wales,"52.325066, -3.7999659",72992,40.88,4.5,39.42857143,-15.71428571,-7.857142857,16.14285714,-12.83333333,Dunnock,1.333333333,3,-1.666666667,-1.83333333,1.437666667,67.66666667,1.437666667,69.5,0
Ceredigion 4Dunnock,Ceredigion 4,4,Ceredigion,"52.239685, -4.266335",Wales,"52.325066, -3.7999659",72992,40.88,NA,-11.57142857,-56.14285714,-65.28571429,-31.57142857,-55.33333333,Dunnock,1.5,2,-0.5,65.5,-0.161,82.5,0.644,17,0.805
Cheshire 1Dunnock,Cheshire 1,1,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,-0.111111111,9.227272727,1.071428571,3.321428571,4.035714286,2.5,Dunnock,2.161290323,7.3,-5.138709677,-26.46774194,-0.219932258,73.03225806,1.940967742,99.5,2.1609
Cheshire 2Dunnock,Cheshire 2,2,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,0.884615385,5.095238095,-0.571428571,-0.071428571,6.964285714,-2,Dunnock,2.769230769,4.083333333,-1.314102564,-29.08974359,0.13224359,55.07692308,1.824076923,84.16666667,1.691833333
Cheshire 3Dunnock,Cheshire 3,3,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,7.307692308,7.238095238,-15.28571429,-15.28571429,16.82142857,-24.60714286,Dunnock,2.826086957,3.041666667,-0.21557971,-46.60326087,0.086985507,39.52173913,1.759652174,86.125,1.672666667
Cheshire 4Dunnock,Cheshire 4,4,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,21.08,-13.75,-52.17857143,-66.64285714,-22.32142857,-57.35714286,Dunnock,2.029411765,2.173913043,-0.144501278,-52.38107417,-1.435438619,37.70588235,1.124735294,90.08695652,2.560173913
Cheshire 5Dunnock,Cheshire 5,5,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,25.125,-31.125,-62.75,-76.10714286,-33.57142857,-68.5,Dunnock,1.9375,2,-0.0625,-29.12771739,0.235747283,39.4375,1.4823125,68.56521739,1.246565217
Cheshire 6Dunnock,Cheshire 6,6,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,25.17391304,-20.95454545,-65.42857143,-73.89285714,-30.35714286,-66.32142857,Dunnock,1.87037037,1.115384615,0.754985755,-53.63532763,-1.360830484,43.01851852,1.046092593,96.65384615,2.406923077
Cheshire 7Dunnock,Cheshire 7,7,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,25.43478261,-22,-65.71428571,-75.28571429,-35.57142857,-66.21428571,Dunnock,1.88372093,1,0.88372093,-11.98294574,0.090643411,54.88372093,2.148976744,66.86666667,2.058333333
Cheshire 8Dunnock,Cheshire 8,8,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,23.83333333,-5,-59.53571429,-71.32142857,-29.57142857,-61.25,Dunnock,2.180327869,1,1.180327869,-66.68493852,-0.775672131,58.72131148,1.993327869,125.40625,2.769
