UniqueCode,COUNTY.WEEK,WEEK,County,CountyGeolocation,Country,CountryGeolocation,Population_Estimate,Population_Density,Home,Parks,Work,Retail,Grocery,Transit,SPECIES,SPP.2020.OBSERVATION.COUNT,SPP.2019.OBSERVATION.COUNT,SPP.DIFF.COUNT,SPP.DIFF.DURATION,SPP.DIFF.DISTANCE,2020.DURATION.MINUTES,2020.EFFORT.DISTANCE.KM,2019.DURATION.MINUTES,2019.EFFORT.DISTANCE.KM
Lancashire 2BlueTit,Lancashire 2,2,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,0.857142857,23.71428571,-0.142857143,0.857142857,5.571428571,-2.857142857,BlueTit,3.75,3.363636364,0.39,53.75,1.04,100.75,1.517875,47,0.479090909
Lancashire 3BlueTit,Lancashire 3,3,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,6.142857143,33.14285714,-12.57142857,-12.71428571,17.14285714,-19.85714286,BlueTit,5,4.153846154,0.85,-19.38,0.43,102.3846154,1.709461538,121.7692308,1.276
Lancashire 4BlueTit,Lancashire 4,4,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,19.28571429,12.71428571,-49.28571429,-65.14285714,-21.42857143,-54.57142857,BlueTit,4.538461538,5.090909091,-0.55,15.44,0.83,75.07692308,2.392923077,59.63636364,1.562363636
Lancashire 5BlueTit,Lancashire 5,5,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,22.71428571,-18.71428571,-60.42857143,-75.57142857,-32.28571429,-67.57142857,BlueTit,3.105263158,2.5,0.61,144.35,1.89,198.2631579,2.739,53.91666667,0.853583333
Lancashire 6BlueTit,Lancashire 6,6,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,23,-0.857142857,-62.85714286,-73.28571429,-28.28571429,-63.85714286,BlueTit,4.105263158,2.363636364,1.74,91.52,0.28,173.1578947,2.005315789,81.63636364,1.725272727
Lancashire 7BlueTit,Lancashire 7,7,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,23,0.571428571,-62.57142857,-74.14285714,-33.28571429,-63.71428571,BlueTit,4.444444444,2.333333333,2.11,125.28,0.96,156.6111111,2.202277778,31.33333333,1.239666667
Lancashire 8BlueTit,Lancashire 8,8,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,21.28571429,20.14285714,-56.14285714,-70.28571429,-26.85714286,-58,BlueTit,4.285714286,3.307692308,0.98,121.88,0.85,204.952381,3.615619048,83.07692308,2.764461538
Lancashire 9BlueTit,Lancashire 9,9,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,21.4,-3.6,-56.6,-69.6,-28,-58.8,BlueTit,3.235294118,3.666666667,-0.43,50.6,-1.6,177.7647059,1.620764706,127.1666667,3.218833333
Leicestershire 1BlueTit,Leicestershire 1,1,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,-0.142857143,2.285714286,1.285714286,5.285714286,4.142857143,2.142857143,BlueTit,5.333333333,1.857142857,3.48,29.44,1.07,99.44444444,1.074777778,70,0
Leicestershire 2BlueTit,Leicestershire 2,2,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,0.714285714,3.285714286,-0.142857143,2.857142857,8.571428571,-2.428571429,BlueTit,7.909090909,1,6.91,31,2.18,111,2.180454545,80,0
Leicestershire 3BlueTit,Leicestershire 3,3,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,7.571428571,-5.285714286,-14.85714286,-14,21.42857143,-23,BlueTit,4.6,2,2.6,32.31,1.9,96.56,2.45644,64.25,0.56
Leicestershire 4BlueTit,Leicestershire 4,4,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,21.14285714,-11,-52.85714286,-64.42857143,-20.71428571,-53.42857143,BlueTit,5.684210526,2.714285714,2.97,103.13,2.8,132.8421053,3.533947368,29.71428571,0.734428571
Leicestershire 5BlueTit,Leicestershire 5,5,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,24.85714286,-27.42857143,-64,-75.42857143,-31.71428571,-65.57142857,BlueTit,4.12,2.333333333,1.79,27.1,0.27,100.32,0.63536,73.22222222,0.361111111
Leicestershire 6BlueTit,Leicestershire 6,6,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,25,-15,-66.57142857,-73,-28.57142857,-63.28571429,BlueTit,3,1.785714286,1.21,45.03,0.03,111.1034483,0.637965517,66.07142857,0.603357143
Leicestershire 7BlueTit,Leicestershire 7,7,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,25.28571429,-16.57142857,-67,-75,-35.14285714,-64.57142857,BlueTit,2.541666667,2,0.54,8.25,-0.84,83.83333333,0.455291667,75.58333333,1.296666667
Leicestershire 8BlueTit,Leicestershire 8,8,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,23.57142857,2,-60.42857143,-71.14285714,-29,-58.71428571,BlueTit,2.914285714,4.428571429,-1.51,-47.46,1.52,100.8285714,2.436771429,148.2857143,0.913
Leicestershire 9BlueTit,Leicestershire 9,9,Leicestershire,"52.66667, -1",England,"52.598877, -1.4668814",698268,335.2,23.6,-22.2,-61.2,-71,-30,-59.6,BlueTit,2.647058824,1.666666667,0.98,19.57,1.25,86.23529412,1.251764706,66.66666667,0
Lincolnshire 1BlueTit,Lincolnshire 1,1,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,0.285714286,26.71428571,1.571428571,6.428571429,3.571428571,5.142857143,BlueTit,5.0625,4.25,0.81,-22.31,-2.18,83.9375,3.4518125,106.25,5.6325
Lincolnshire 2BlueTit,Lincolnshire 2,2,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,0.714285714,39.71428571,1.285714286,6,7.571428571,1.571428571,BlueTit,6,3.5,2.5,11.21,0.76,128.5454545,3.358454545,117.3333333,2.599166667
Lincolnshire 3BlueTit,Lincolnshire 3,3,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,5.428571429,28.85714286,-10.71428571,-10.85714286,18.85714286,-15.57142857,BlueTit,4.64,4.2,0.44,-58.6,-1.46,78,2.598,136.6,4.0554
Lincolnshire 4BlueTit,Lincolnshire 4,4,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,17.28571429,-16.85714286,-45.85714286,-63.71428571,-21,-51,BlueTit,4.696969697,3.277777778,1.42,-15.38,0.83,76.06060606,3.533545455,91.44444444,2.705055556
Lincolnshire 5BlueTit,Lincolnshire 5,5,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,20.57142857,-39.14285714,-56.57142857,-74.71428571,-32.42857143,-63.28571429,BlueTit,3.548387097,2.916666667,0.63,-38.85,-0.32,79.06451613,3.957774194,117.9166667,4.273
Lincolnshire 6BlueTit,Lincolnshire 6,6,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,20.71428571,-29,-59,-72.71428571,-28.42857143,-58.71428571,BlueTit,3.930232558,2.166666667,1.76,10.91,1.07,76.58139535,4.069372093,65.66666667,3.001833333
Lincolnshire 7BlueTit,Lincolnshire 7,7,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,21,-32.71428571,-59.28571429,-74.57142857,-34.85714286,-60.14285714,BlueTit,4.083333333,2.3,1.78,-35.86,0.89,108.9444444,4.764833333,144.8,3.8792
Lincolnshire 8BlueTit,Lincolnshire 8,8,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,19.42857143,-22,-53.28571429,-70.42857143,-27.14285714,-55.14285714,BlueTit,3.277777778,5.52,-2.24,-19.3,2.27,90.05555556,4.909055556,109.36,2.63912
Lincolnshire 9BlueTit,Lincolnshire 9,9,Lincolnshire,"53.18517, -0.277734",England,"52.598877, -1.4668814",755833,127.7,19.4,-30.2,-53.6,-69.6,-27.4,-56.8,BlueTit,3.636363636,2.909090909,0.73,-33.45,0.6,102.9090909,5.115863636,136.3636364,4.511636364
London 1BlueTit,London 1,1,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,0.428571429,3.142857143,0.428571429,-0.428571429,2.714285714,-2.714285714,BlueTit,3.495652174,3.777777778,-0.28,6.04,-0.06,76.6173913,1.48413913,70.58024691,1.54737037
London 2BlueTit,London 2,2,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,2.428571429,-2.428571429,-3.428571429,-8.142857143,8.857142857,-11.42857143,BlueTit,3.62745098,3.303030303,0.32,19.69,0.64,94.12745098,1.882843137,74.43939394,1.239893939
London 3BlueTit,London 3,3,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,13.14285714,-11.85714286,-29.85714286,-34.71428571,15.14285714,-40.71428571,BlueTit,3.959016393,3.252427184,0.71,30.67,0.66,101.1967213,1.969081967,70.52427184,1.311300971
London 4BlueTit,London 4,4,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,27.71428571,-22,-65.14285714,-75.28571429,-27.28571429,-72,BlueTit,4.283687943,4.270676692,0.01,7.95,-0.51,99.5035461,1.530425532,91.55639098,2.036511278
London 5BlueTit,London 5,5,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,30.85714286,-35.28571429,-73.28571429,-81.71428571,-37.57142857,-79.14285714,BlueTit,3.898395722,3.928571429,-0.03,-8.14,-0.7,100.3315508,1.025508021,108.4693878,1.72244898
London 6BlueTit,London 6,6,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,30.57142857,-17.71428571,-74.42857143,-80.85714286,-34.14285714,-78.42857143,BlueTit,4.620087336,3.76146789,0.86,26.72,-0.54,102.510917,1.192113537,75.78899083,1.728697248
London 7BlueTit,London 7,7,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,30.85714286,-24.57142857,-73.57142857,-81.85714286,-38.71428571,-79.14285714,BlueTit,4.324324324,3.513043478,0.81,-2.76,-0.24,91.40540541,1.510691892,94.16521739,1.751295652
London 8BlueTit,London 8,8,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,29,-3.857142857,-69.14285714,-79.42857143,-33.71428571,-76,BlueTit,3.825581395,3.661654135,0.16,-4.26,-0.41,97.54651163,1.917,101.8045113,2.330503759
London 9BlueTit,London 9,9,London,"51.50642, -0.12721",England,"52.598877, -1.4668814",8908081,5666,29.2,-27.4,-69.8,-79.8,-36,-76.6,BlueTit,3.074074074,3.557377049,-0.48,-15.33,-1.28,82.58518519,1.486059259,97.91803279,2.768754098
Manchester 1BlueTit,Manchester 1,1,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,0,5.285714286,0.714285714,1.857142857,1.142857143,-0.142857143,BlueTit,3.5,4.202531646,-0.7,3.7,-0.1,31.671875,1.08684375,27.97468354,1.182177215
Manchester 2BlueTit,Manchester 2,2,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,1.142857143,-3,-0.571428571,-1.428571429,4.428571429,-6.428571429,BlueTit,4.283333333,3.967213115,0.32,3.12,0.29,31.1,1.368183333,27.98360656,1.079655738
Manchester 3BlueTit,Manchester 3,3,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,7.571428571,-4.714285714,-17.71428571,-19.42857143,14.71428571,-34.14285714,BlueTit,3.890625,4.418604651,-0.53,13.07,0.27,43.640625,1.46571875,30.56976744,1.192523256
Manchester 4BlueTit,Manchester 4,4,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,21.28571429,-16.14285714,-54,-67.14285714,-24.14285714,-68.42857143,BlueTit,6.952380952,3.481012658,3.47,56.62,1.1,88.17460317,2.489730159,31.55696203,1.393493671
Manchester 5BlueTit,Manchester 5,5,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,24.85714286,-34,-64.71428571,-76.28571429,-34.71428571,-77.85714286,BlueTit,6.038961039,4.128205128,1.91,21.91,-0.74,80.09090909,2.447493506,58.17948718,3.186923077
Manchester 6BlueTit,Manchester 6,6,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,24.57142857,-17.14285714,-66.57142857,-74.28571429,-30.71428571,-75.85714286,BlueTit,5.5,4.824324324,0.68,56.83,1.53,92.23170732,2.701890244,35.40540541,1.166918919
Manchester 7BlueTit,Manchester 7,7,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,24.85714286,-15,-66.42857143,-75.42857143,-36.28571429,-76,BlueTit,6.608108108,3.831578947,2.78,68.77,1.89,97.51351351,3.09277027,28.74736842,1.199694737
Manchester 8BlueTit,Manchester 8,8,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,23,-2,-60.71428571,-72.57142857,-30.85714286,-71.57142857,BlueTit,4.636363636,3.35,1.29,93.76,1.58,133.2121212,2.888424242,39.45,1.312566667
Manchester 9BlueTit,Manchester 9,9,Manchester,"53.47959, -2.24874",England,"52.598877, -1.4668814",2812569,2204,23.4,-21.4,-61,-72.4,-32.2,-72.2,BlueTit,5.095238095,3.095238095,2,79.86,1.6,108.7380952,3.147666667,28.88095238,1.548785714
Merseyside 1BlueTit,Merseyside 1,1,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,-0.285714286,7.571428571,0.571428571,6.428571429,4,4.714285714,BlueTit,1.5,3,-1.5,-8.75,-0.66,55,0,63.75,0.661875
Merseyside 2BlueTit,Merseyside 2,2,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,0.714285714,1.857142857,0,2,7.571428571,-0.714285714,BlueTit,2.4,2.444444444,-0.04,6.49,-0.64,88.6,0.2418,82.11111111,0.881555556
Merseyside 3BlueTit,Merseyside 3,3,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,6.857142857,0.571428571,-15.57142857,-17.14285714,18.28571429,-28.28571429,BlueTit,2.8,2.272727273,0.53,238.31,1.49,308.4,2.4116,70.09090909,0.920272727
Merseyside 4BlueTit,Merseyside 4,4,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,20,-19,-53.28571429,-66.42857143,-21.14285714,-63.28571429,BlueTit,4.6,2.230769231,2.37,-33.55,1.06,81.6,2.3506,115.1538462,1.295076923
Merseyside 5BlueTit,Merseyside 5,5,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,23.42857143,-34.42857143,-63.42857143,-75.14285714,-30.42857143,-72,BlueTit,5.333333333,4.071428571,1.26,-109.71,-0.1,25,0.823333333,134.7142857,0.919642857
Merseyside 6BlueTit,Merseyside 6,6,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,23.28571429,-21.85714286,-65.28571429,-73.85714286,-26.71428571,-69.85714286,BlueTit,4,1.736842105,2.26,19.7,2.42,123.125,3.2755,103.4210526,0.851684211
Merseyside 7BlueTit,Merseyside 7,7,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,23.57142857,-19.57142857,-65.57142857,-75.14285714,-33.14285714,-69.42857143,BlueTit,3.888888889,1.875,2.01,59.81,3.05,145.5555556,4.190333333,85.75,1.139125
Merseyside 8BlueTit,Merseyside 8,8,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,21.85714286,-0.142857143,-59.42857143,-72,-27.85714286,-63.57142857,BlueTit,2.125,1.181818182,0.94,11.44,1.38,128.625,3.198875,117.1818182,1.816909091
Merseyside 9BlueTit,Merseyside 9,9,Merseyside,"53.433224, -2.938374",England,"52.598877, -1.4668814",1423065,2207,22,-24.6,-60.4,-71.6,-28.6,-65,BlueTit,2.833333333,2.111111111,0.72,14.67,1.73,124.6666667,2.854,110,1.119111111
Midlothian 1BlueTit,Midlothian 1,1,Midlothian,"55.83229, -3.110364",Scotland,"56.68894, -4.0425997",91340,258.2,-0.2,-35.5,0.285714286,3.857142857,4.428571429,1.571428571,BlueTit,27,2,25,225,5,240,5,15,0
Midlothian 2BlueTit,Midlothian 2,2,Midlothian,"55.83229, -3.110364",Scotland,"56.68894, -4.0425997",91340,258.2,1.2,0,-1.714285714,-3,7.142857143,-5,BlueTit,39,3,36,275,4.5,300,4.5,25,0
Midlothian 3BlueTit,Midlothian 3,3,Midlothian,"55.83229, -3.110364",Scotland,"56.68894, -4.0425997",91340,258.2,9,24.5,-18.71428571,-16.28571429,16.57142857,-20.57142857,BlueTit,20.33333333,1,19.33,164.67,6.81,194.6666667,6.812333333,30,0
Midlothian 5BlueTit,Midlothian 5,5,Midlothian,"55.83229, -3.110364",Scotland,"56.68894, -4.0425997",91340,258.2,NA,-23.5,-65.57142857,-81.85714286,-31.57142857,-58,BlueTit,19,10,9,91,-0.46,190,4.06,99,4.522
Midlothian 7BlueTit,Midlothian 7,7,Midlothian,"55.83229, -3.110364",Scotland,"56.68894, -4.0425997",91340,258.2,NA,-12.5,-66.14285714,-80.28571429,-32.57142857,-52.57142857,BlueTit,16,1,15,324,31.33,345,32.41,21,1.085
Monmouthshire 7BlueTit,Monmouthshire 7,7,Monmouthshire,"51.764736, -2.870874",Wales,"52.325066, -3.7999659",94142,110.9,NA,-38.42857143,-65.57142857,-76.14285714,-46.42857143,-60.14285714,BlueTit,1,2,-1,0,1.5,30,1.5,30,0
Monmouthshire 9BlueTit,Monmouthshire 9,9,Monmouthshire,"51.764736, -2.870874",Wales,"52.325066, -3.7999659",94142,110.9,NA,-35.6,-59.6,-71,-38.6,-53,BlueTit,1,7.428571429,-6.43,-65.71,-1.43,50,2,115.7142857,3.428571429
Neath Port Talbot 2BlueTit,Neath Port Talbot 2,2,Neath Port Talbot Principle Area,"51.662148, -3.890624",Wales,"52.325066, -3.7999659",142906,323.9,1.166666667,-1.166666667,-1.857142857,2.714285714,3.428571429,-5.428571429,BlueTit,7,1,6,23,6.48,83,8.089,60,1.609
Newport 1BlueTit,Newport 1,1,Newport,"51.583, -3",Wales,"52.325066, -3.7999659",153302,804.7,0.142857143,5,0.428571429,3.285714286,4.714285714,2,BlueTit,1.666666667,2.5,-0.83,-53,-4.26,103,2.782333333,156,7.038
Newport 2BlueTit,Newport 2,2,Newport,"51.583, -3",Wales,"52.325066, -3.7999659",153302,804.7,1.571428571,-0.25,-1.285714286,-2.857142857,7,-2.571428571,BlueTit,4.666666667,6,-1.33,-837,-1.07,123,2.146,960,3.219
Newport 3BlueTit,Newport 3,3,Newport,"51.583, -3",Wales,"52.325066, -3.7999659",153302,804.7,8.285714286,-10.66666667,-18,-22.42857143,12.14285714,-32,BlueTit,6,4,2,61,1.32,221,6.535,160,5.2185
Norfolk 1BlueTit,Norfolk 1,1,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,0.142857143,23.28571429,1.142857143,5.857142857,3.428571429,3.714285714,BlueTit,5.670454545,4.56,1.11,34.09,0.82,105.2727273,2.656375,71.18,1.8329
Norfolk 2BlueTit,Norfolk 2,2,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,0.857142857,27.71428571,0.428571429,4.142857143,6.428571429,2.142857143,BlueTit,5,5.864864865,-0.86,11.71,1,102.8947368,2.885252632,91.18918919,1.889810811
Norfolk 3BlueTit,Norfolk 3,3,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,6.571428571,21.85714286,-13.14285714,-16.14285714,14.28571429,-17.71428571,BlueTit,5.066037736,3.12244898,1.94,23.37,1.21,119.3113208,2.542943396,95.93877551,1.333612245
Norfolk 4BlueTit,Norfolk 4,4,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,18.57142857,-19.42857143,-49.42857143,-67.71428571,-26.42857143,-53.57142857,BlueTit,4.889705882,3.315217391,1.57,-24.32,-1.17,119.6029412,1.954036765,143.923913,3.127163043
Norfolk 5BlueTit,Norfolk 5,5,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,21.85714286,-40.14285714,-59.85714286,-77.85714286,-37.14285714,-64.71428571,BlueTit,3.873333333,3.428571429,0.44,3.32,-0.26,124.0733333,1.824753333,120.75,2.085142857
Norfolk 6BlueTit,Norfolk 6,6,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,22.28571429,-32.14285714,-62.57142857,-76.28571429,-33.85714286,-60.85714286,BlueTit,4.047337278,2.418604651,1.63,46.34,0.18,136.3313609,1.734284024,89.98837209,1.552604651
Norfolk 7BlueTit,Norfolk 7,7,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,22.71428571,-36.57142857,-62.85714286,-78,-40.28571429,-63.42857143,BlueTit,4.479674797,3.378787879,1.1,10.83,-1.06,128.7560976,1.518349593,117.9242424,2.582045455
Norfolk 8BlueTit,Norfolk 8,8,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,20.71428571,-21,-56.28571429,-74.85714286,-33.57142857,-61.28571429,BlueTit,4.23015873,3.435897436,0.79,-4.11,-1.26,143.9920635,1.674896825,148.1025641,2.932679487
Norfolk 9BlueTit,Norfolk 9,9,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,20.8,-29.4,-56.6,-74.4,-33.4,-62.6,BlueTit,3.728571429,2.62745098,1.1,13.83,0.05,140.0285714,1.959885714,126.1960784,1.906117647
North Ayrshire 2BlueTit,North Ayrshire 2,2,North Ayrshire,"55.427097, -5.11857",Scotland,"56.68894, -4.0425997",135280,152.8,1.166666667,1.333333333,-1.428571429,2.571428571,9.285714286,2,BlueTit,1,1,0,17.75,1.07,25.75,1.60925,8,0.536666667
North Ayrshire 5BlueTit,North Ayrshire 5,5,North Ayrshire,"55.427097, -5.11857",Scotland,"56.68894, -4.0425997",135280,152.8,23.6,-27.2,-63.42857143,-73,-21.42857143,-63,BlueTit,1,7,-6,88,-1.71,124,0.306,36,2.0115
North Ayrshire 6BlueTit,North Ayrshire 6,6,North Ayrshire,"55.427097, -5.11857",Scotland,"56.68894, -4.0425997",135280,152.8,22.75,-23.25,-64,-71.71428571,-19.14285714,-60.28571429,BlueTit,6,1.5,4.5,341.63,-0.86,360,0,18.375,0.855
North Ayrshire 8BlueTit,North Ayrshire 8,8,North Ayrshire,"55.427097, -5.11857",Scotland,"56.68894, -4.0425997",135280,152.8,22.2,7.333333333,-59,-64.28571429,-17.28571429,-51.71428571,BlueTit,2.166666667,1.5,0.67,37.33,1.61,52.83333333,2.548,15.5,0.938666667
North Ayrshire 9BlueTit,North Ayrshire 9,9,North Ayrshire,"55.427097, -5.11857",Scotland,"56.68894, -4.0425997",135280,152.8,21.25,-17.33333333,-59.2,-62,-17.8,-53.2,BlueTit,1,1,0,1,0.4,60,3.219,59,2.8165
North Yorkshire 1BlueTit,North Yorkshire 1,1,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,0,23.28571429,1.285714286,7,5.714285714,5.142857143,BlueTit,5.470588235,4.384615385,1.09,101.41,1.6,151.1764706,2.349882353,49.76923077,0.748923077
North Yorkshire 2BlueTit,North Yorkshire 2,2,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,0.857142857,24.71428571,0.142857143,4.714285714,7.428571429,2.142857143,BlueTit,6,5.181818182,0.82,14.58,1.75,111.0769231,3.156307692,96.5,1.410545455
North Yorkshire 3BlueTit,North Yorkshire 3,3,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,6.428571429,33.57142857,-13.42857143,-11.14285714,19.28571429,-14.42857143,BlueTit,4.692307692,5.481481481,-0.79,35.42,0.18,114.3076923,2.610461538,78.88888889,2.426888889
North Yorkshire 4BlueTit,North Yorkshire 4,4,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,19.42857143,-16.28571429,-51.85714286,-67.42857143,-23.71428571,-54.57142857,BlueTit,4.470588235,4.166666667,0.3,55.41,0.32,127.4117647,1.924147059,72,1.602888889
North Yorkshire 5BlueTit,North Yorkshire 5,5,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,23,-43.14285714,-62.28571429,-78.85714286,-36.57142857,-68.28571429,BlueTit,4.235294118,5.642857143,-1.41,2.01,-2.47,114.2941176,1.632735294,112.2857143,4.097928571
North Yorkshire 6BlueTit,North Yorkshire 6,6,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,23,-36,-64.71428571,-77.71428571,-34,-65.28571429,BlueTit,3.783783784,4.076923077,-0.29,13.16,-0.46,130.6216216,2.389621622,117.4615385,2.849846154
North Yorkshire 7BlueTit,North Yorkshire 7,7,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,23.14285714,-35,-65.14285714,-78.57142857,-38.42857143,-65.42857143,BlueTit,4.477272727,5.933333333,-1.46,14.87,0.64,102.1363636,3.639068182,87.26666667,2.995666667
North Yorkshire 8BlueTit,North Yorkshire 8,8,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,21.85714286,-25.57142857,-58.57142857,-75.14285714,-30.42857143,-58.28571429,BlueTit,4.972972973,4.181818182,0.79,11.99,-0.16,133.0810811,4.019162162,121.0909091,4.175
